Source|StoryID|File|Full Story|Title|Sentence Number|Original Sentence|Modifier Type|Modifier|Head|Preremove Sentence Part|To Remove Part|Postremove Sentence Part|Removed Words Start Index|Removed Words End Index|Head Word Index
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d13.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_18.dat|Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case. When he got back from Ralf's party last night he was still stone-cold sober. Thus one of his ex-girlfriends must have been there. Ralf does insist that they drank advocaat together. But even without an ex-girlfriend he would never touch that.|[no title]|1|When he got back from Ralf's party last night he was still stone-cold sober.|advmod|still|stone-cold|When he got back from Ralf's party last night he was|still|stone-cold sober.|12|12|14
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d13.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_18.dat|Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case. When he got back from Ralf's party last night he was still stone-cold sober. Thus one of his ex-girlfriends must have been there. Ralf does insist that they drank advocaat together. But even without an ex-girlfriend he would never touch that.|[no title]|4|But even without an ex-girlfriend he would never touch that.|advmod|even|touch|But|even|without an ex-girlfriend he would never touch that.|2|2|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k015.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_65.dat|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely. Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.|[no title]|0|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely.|advmod|even|invested|BER should be re-conceptualized from scratch,|even|if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely.|7|7|16
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k015.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_65.dat|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely. Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.|[no title]|0|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely.|advmod|already|invested|BER should be re-conceptualized from scratch, even if billions of Euros have|already|been invested in the existing airport project and this would delay the date of completion indefinitely.|13|13|16
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k015.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_65.dat|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely. Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.|[no title]|0|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely.|compound|airport|project|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing|airport|project and this would delay the date of completion indefinitely.|19|19|21
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k015.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_65.dat|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely. Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.|[no title]|1|Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.|compound|operations|issues|Both the|drawn-out building operations|and the mounting safety issues show clear shortcomings in the entire planning.|3|5|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k015.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_65.dat|BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely. Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.|[no title]|1|Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.|amod|clear|shortcomings|Both the drawn-out building operations and the mounting safety issues show|clear|shortcomings in the entire planning.|12|12|13
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b030.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_59.dat|School uniforms should not be worn in our schools. They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented. Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform. Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|[no title]|2|Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform.|amod|standard|uniform|Nevertheless hardly anyone wishes to dress themselves or their children in an|standard|uniform.|13|13|14
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b030.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_59.dat|School uniforms should not be worn in our schools. They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented. Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform. Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|[no title]|3|Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|amod|such|uniforms|Plus|such|uniforms also stand for ideological conformity and for the suppression of individual self-development.|2|2|3
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b030.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_59.dat|School uniforms should not be worn in our schools. They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented. Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform. Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|[no title]|3|Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|advmod|also|stand|Plus such uniforms|also|stand for ideological conformity and for the suppression of individual self-development.|4|4|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b030.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_59.dat|School uniforms should not be worn in our schools. They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented. Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform. Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|[no title]|3|Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|amod|ideological|conformity|Plus such uniforms also stand for|ideological|conformity and for the suppression of individual self-development.|7|7|8
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b030.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_59.dat|School uniforms should not be worn in our schools. They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented. Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform. Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|[no title]|3|Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.|amod|individual|self-development|Plus such uniforms also stand for ideological conformity and for the suppression of|individual|self-development.|14|14|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|0|Rent prices are already regulated in favour of tenants due to existing laws and the rent index.|advmod|already|regulated|Rent prices are|already|regulated in favour of tenants due to existing laws and the rent index.|4|4|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|0|Rent prices are already regulated in favour of tenants due to existing laws and the rent index.|compound|rent|index|Rent prices are already regulated in favour of tenants due to existing laws and the|rent|index.|16|16|17
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|1|In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment.|amod|high|prices|In view of the|high|prices for buying flats with existing rent contracts, these are an unattractive investment.|5|5|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|1|In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment.|compound|rent|contracts|In view of the high prices for buying flats with existing|rent|contracts, these are an unattractive investment.|12|12|13
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|1|In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment.|amod|unattractive|investment|In view of the high prices for buying flats with existing rent contracts, these are an|unattractive|investment.|17|17|19
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|2|Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level.|amod|additional|control|Even if one might think that|additional|rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level.|7|7|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|2|Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level.|compound|rent|control|Even if one might think that additional|rent|control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level.|8|8|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|2|Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level.|amod|longstanding|owners|Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny|longstanding|owners the opportunity to adjust their returns to market level.|21|21|23
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b059.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_2.dat|Rent prices are already regulated in favour of tenants due to existing laws and the rent index. In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment. Even if one might think that additional rent control is needed besides the current tenant protection, one should not deny longstanding owners the opportunity to adjust their returns to market level. A cap on rent increases upon tenant change is therefore not to be supported.|[no title]|3|A cap on rent increases upon tenant change is therefore not to be supported.|compound|rent|increases|A cap on|rent|increases upon tenant change is therefore not to be supported.|4|4|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k024.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_37.dat|Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt. One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up. A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all. The city, especially the green spaces, should be kept tidy after all, for they are there for our recreation. Besides you're not allowed to leave other rubbish without punishment.|[no title]|0|Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt.|amod|higher|fines|Dog owners should pay|higher|fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt.|5|5|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k024.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_37.dat|Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt. One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up. A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all. The city, especially the green spaces, should be kept tidy after all, for they are there for our recreation. Besides you're not allowed to leave other rubbish without punishment.|[no title]|2|A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.|amod|higher|fine|A|higher|fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.|2|2|3
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k024.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_37.dat|Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt. One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up. A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all. The city, especially the green spaces, should be kept tidy after all, for they are there for our recreation. Besides you're not allowed to leave other rubbish without punishment.|[no title]|2|A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.|compound|dog|owners|A higher fine, so|dog|owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.|5|5|7
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k024.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_37.dat|Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt. One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up. A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all. The city, especially the green spaces, should be kept tidy after all, for they are there for our recreation. Besides you're not allowed to leave other rubbish without punishment.|[no title]|2|A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.|advmod|deeper|dig|A higher fine, so dog owners would have to dig|deeper|into their pockets, is supposed to be a deterrent after all.|11|11|11
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k024.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_37.dat|Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt. One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up. A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all. The city, especially the green spaces, should be kept tidy after all, for they are there for our recreation. Besides you're not allowed to leave other rubbish without punishment.|[no title]|3|The city, especially the green spaces, should be kept tidy after all, for they are there for our recreation.|advmod|tidy|kept|The city, especially the green spaces, should be kept|tidy|after all, for they are there for our recreation.|10|10|11
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k024.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_37.dat|Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt. One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up. A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all. The city, especially the green spaces, should be kept tidy after all, for they are there for our recreation. Besides you're not allowed to leave other rubbish without punishment.|[no title]|4|Besides you're not allowed to leave other rubbish without punishment.|advmod|Besides|allowed||Besides|You're not allowed to leave other rubbish without punishment.|1|1|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_k024.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_37.dat|Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt. One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up. A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all. The city, especially the green spaces, should be kept tidy after all, for they are there for our recreation. Besides you're not allowed to leave other rubbish without punishment.|[no title]|4|Besides you're not allowed to leave other rubbish without punishment.|amod|other|rubbish|Besides you're not allowed to leave|other|rubbish without punishment.|7|7|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d01.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_62.dat|Freddy and I must be siblings. We both have the exact same two moles on our left arm and you only get that with siblings. My parents say this could also be pure coincidence. But that much of a coincidence is simply impossible.|[no title]|1|We both have the exact same two moles on our left arm and you only get that with siblings.|amod|exact|moles|We both have the|exact|same two moles on our left arm and you only get that with siblings.|5|5|8
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d01.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_62.dat|Freddy and I must be siblings. We both have the exact same two moles on our left arm and you only get that with siblings. My parents say this could also be pure coincidence. But that much of a coincidence is simply impossible.|[no title]|1|We both have the exact same two moles on our left arm and you only get that with siblings.|amod|same|moles|We both have the exact|same|two moles on our left arm and you only get that with siblings.|6|6|8
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d01.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_62.dat|Freddy and I must be siblings. We both have the exact same two moles on our left arm and you only get that with siblings. My parents say this could also be pure coincidence. But that much of a coincidence is simply impossible.|[no title]|1|We both have the exact same two moles on our left arm and you only get that with siblings.|amod|left|arm|We both have the exact same two moles on our|left|arm and you only get that with siblings.|11|11|12
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d01.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_62.dat|Freddy and I must be siblings. We both have the exact same two moles on our left arm and you only get that with siblings. My parents say this could also be pure coincidence. But that much of a coincidence is simply impossible.|[no title]|2|My parents say this could also be pure coincidence.|advmod|also|coincidence|My parents say this could|also|be pure coincidence.|6|6|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d01.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_62.dat|Freddy and I must be siblings. We both have the exact same two moles on our left arm and you only get that with siblings. My parents say this could also be pure coincidence. But that much of a coincidence is simply impossible.|[no title]|2|My parents say this could also be pure coincidence.|amod|pure|coincidence|My parents say this could also be|pure|coincidence.|8|8|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|0|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme.|compound|bachelor|thesis|The|bachelor|thesis reflects both the content and the methods of the topics covered during a degree programme.|2|2|3
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|1|But one can make occasional mistakes in the thesis.|amod|occasional|mistakes|But one can make|occasional|mistakes in the thesis.|5|5|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|2|If this carries more weight, many good individual assignments done during the course of study may be obscured.|amod|more|weight|If this carries|more|weight, many good individual assignments done during the course of study may be obscured.|4|4|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|2|If this carries more weight, many good individual assignments done during the course of study may be obscured.|amod|many|assignments|If this carries more weight,|many|good individual assignments done during the course of study may be obscured.|6|6|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|2|If this carries more weight, many good individual assignments done during the course of study may be obscured.|amod|good|assignments|If this carries more weight, many|good|individual assignments done during the course of study may be obscured.|7|7|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|2|If this carries more weight, many good individual assignments done during the course of study may be obscured.|amod|individual|assignments|If this carries more weight, many good|individual|assignments done during the course of study may be obscured.|8|8|10
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|3|A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.|amod|good|grade|A|good|grade for the thesis also significantly depends on the supervision of a dedicated teacher.|2|2|3
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|3|A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.|advmod|also|depends|A good grade for the thesis|also|significantly depends on the supervision of a dedicated teacher.|7|7|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|3|A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.|advmod|significantly|depends|A good grade for the thesis also|significantly|depends on the supervision of a dedicated teacher.|8|8|9
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|3|A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.|amod|dedicated|teacher|A good grade for the thesis also significantly depends on the supervision of a|dedicated|teacher.|15|15|16
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|4|Due to the many random factors the bachelor thesis should not play a bigger role.|amod|many|factors|Due to the|many|random factors the bachelor thesis should not play a bigger role.|4|4|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|4|Due to the many random factors the bachelor thesis should not play a bigger role.|amod|random|factors|Due to the many|random|factors the bachelor thesis should not play a bigger role.|5|5|6
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_b049.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_50.dat|The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme. But one can make occasional mistakes in the thesis. If this carries more weight, many good individual assignments done during the course of study may be obscured. A good grade for the thesis also significantly depends on the supervision of a dedicated teacher. Due to the many random factors the bachelor thesis should not play a bigger role.|[no title]|4|Due to the many random factors the bachelor thesis should not play a bigger role.|amod|bigger|role|Due to the many random factors the bachelor thesis should not play a|bigger|role.|14|14|15
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d17.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_27.dat|Excessive consumption of meat is unhealthy. Furthermore, the production of meat is comparably resource-intensive. We should thus all limit our consumption of meat rigorously. One could worry that our farmers would then run into economic difficulties. However, no serious economist has confirmed this prediction to date.|[no title]|0|Excessive consumption of meat is unhealthy.|amod|Excessive|consumption||Excessive|Consumption of meat is unhealthy.|1|1|2
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d17.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_27.dat|Excessive consumption of meat is unhealthy. Furthermore, the production of meat is comparably resource-intensive. We should thus all limit our consumption of meat rigorously. One could worry that our farmers would then run into economic difficulties. However, no serious economist has confirmed this prediction to date.|[no title]|2|We should thus all limit our consumption of meat rigorously.|advmod|rigorously|limit|We should thus all limit our consumption of meat|rigorously|.|10|10|5
MICRO|/resources/master/datasets/arg-microtexts/corpus/en/micro_d17.txt|/resources/master/parsed_sentences/parsed_sentences_micro//story_27.dat|Excessive consumption of meat is unhealthy. Furthermore, the production of meat is comparably resource-intensive. We should thus all limit our consumption of meat rigorously. One could worry that our farmers would then run into economic difficulties. However, no serious economist has confirmed this prediction to date.|[no title]|3|One could worry that our farmers would then run into economic difficulties.|advmod|then|run|One could worry that our farmers would|then|run into economic difficulties.|8|8|9
